,text,target,loss_by_words,loss_by_sentences,max_word_loss
4789,Các trang khác lm ăn nên hok dám Trang nay toàn các em khỏe hàng Nên la lên đây chs zui nà Nhưg cg bt đau lai tim đc nguôi phù hợp,Các trang khác làm ăn nên không dám Trang này toàn các em khoe hàng Nên là lên đây chơi vui nè Nhưng cũng biết đâu lại tìm được người phù hợp,"<s>: 0.0135, ▁Các: 0.043, ▁trang: 0.0113, ▁khác: 0.0105, ▁làm: 0.0824, ▁ăn: 0.0217, ▁nên: 0.0512, ▁không: 0.4933, ▁dám: 0.0022, ▁Trang: 0.0014, ▁này: 5.5826, ▁toàn: 0.0149, ▁các: 0.0494, ▁em: 0.0258, ▁kho: 12.1182, e: 1.0487, ▁hàng: 0.204, ▁Nên: 0.0191, ▁là: 7.8891, ▁lên: 0.0407, ▁đây: 0.0078, ▁chơi: 0.0162, ▁vui: 0.0094, ▁nè: 4.4318, ▁Nhưng: 0.1196, ▁cũng: 0.0579, ▁biết: 0.167, ▁đâu: 13.3529, ▁lại: 11.6558, ▁tìm: 12.8668, ▁được: 7.8183, ▁người: 5.0864, ▁phù: 5.3474, ▁hợp: 0.0541, </s>: 0.0655",2.5366,13.3529
7156,Thíu nek bà,Thiếu nè bà,"<s>: 0.0172, ▁Thiếu: 11.0583, ▁nè: 1.3819, ▁bà: 0.0322, </s>: 0.0706",2.512,11.0583
8861,hoang dã wa,Hoang dã quá,"<s>: 0.0141, ▁Ho: 13.0117, ang: 1.9098, ▁dã: 0.0131, ▁quá: 0.0276, </s>: 0.0863",2.5104,13.0117
4695,Cs cột trỏng k 2 để apply dô trỏng múa🥰🫰🏻,Có cột trong đó không hai để apply vô trong đó múa🥰🫰🏻,"<s>: 0.0176, ▁Có: 0.0604, ▁cột: 0.0017, ▁trong: 11.2603, ▁đó: 9.7306, ▁không: 0.0455, ▁hai: 4.4505, ▁để: 0.0947, ▁apply: 0.0008, ▁vô: 5.4836, ▁trong: 8.7718, ▁đó: 4.4211, ▁mú: 0.2255, a: 0.0202, <unk>: 0.109, <unk>: 0.0583, <unk>: 0.0746, </s>: 0.0372",2.4924,11.2603
3779,Côg an fake hay real đây ?,Công an giả hay thật đây ?,"<s>: 0.0168, ▁Công: 0.0662, ▁an: 0.0377, ▁giả: 13.4269, ▁hay: 0.0442, ▁thật: 8.6748, ▁đây: 0.0358, ▁?: 0.017, </s>: 0.0834",2.4892,13.4269
6629,REVEW CTY.xlsx,REVIEW CÔNG TY.xlsx,"<s>: 0.0169, ▁RE: 9.5495, VIEW: 12.8863, ▁CÔNG: 1.9595, ▁TY: 0.0259, .: 0.1875, xl: 0.005, s: 0.0305, x: 0.1156, </s>: 0.0601",2.4837,12.8863
8925,dã man v🥹nhưng cx ước😂😂,dã man vậy 🥹 nhưng cũng ước 😂😂,"<s>: 0.0144, ▁dã: 0.0032, ▁man: 0.0082, ▁vậy: 0.1161, ▁: 7.5801, <unk>: 4.1141, ▁nhưng: 7.9814, ▁cũng: 0.1159, ▁ước: 0.0097, ▁: 7.5923, <unk>: 0.0672, <unk>: 4.6028, </s>: 0.0713",2.4828,7.9814
7500,Nô xấu vc lam và phu huynh đệ cx ảnh hưởng.,Nô xấu vãi cả lồn và Phu Huynh Đệ cũng ảnh hưởng.,"<s>: 0.0152, ▁N: 0.0987, ô: 0.0503, ▁xấu: 0.0127, ▁v: 2.4789, ã: 0.1539, i: 0.0521, ▁cả: 1.5407, ▁lồ: 0.1526, n: 0.1535, ▁và: 7.4481, ▁Ph: 10.7161, u: 9.7491, ▁Huy: 11.3681, nh: 4.7289, ▁Đ: 5.4906, ệ: 0.1051, ▁cũng: 0.0774, ▁ảnh: 0.014, ▁hưởng: 0.0087, .: 0.1015, </s>: 0.0719",2.4813,11.3681
7428,+1 thất sát,+1 Thất Sát,"<s>: 0.0134, ▁+1: 0.0042, ▁Th: 10.9329, ấ: 0.0533, t: 0.0539, ▁S: 7.9094, át: 0.6765, </s>: 0.1135",2.4696,10.9329
2803,Pov sẽ ngc lại.,POV sẽ ngược lại.,"<s>: 0.0151, ▁POV: 16.7795, ▁sẽ: 0.0406, ▁ngược: 0.166, ▁lại: 0.0392, .: 0.0897, </s>: 0.0765",2.4581,16.7795
301,Baby ô đâu vay cho xin zalo nhe,Baby ở đâu vậy cho xin zalo nhé,"<s>: 0.0141, ▁Baby: 0.0117, ▁ở: 10.8002, ▁đâu: 0.011, ▁vậy: 12.8083, ▁cho: 2.6534, ▁xin: 0.014, ▁za: 0.0259, lo: 0.0143, ▁nhé: 0.5272, </s>: 0.078",2.4508,12.8083
4292,thứ hai phần lớn ngt fan têliệt vì thành tích màk t1 val lgi vđ Champ :),thứ hai phần lớn người ta fan Tê Liệt vì thành tích mà T1 Valorant làm gì vô địch Champions :),"<s>: 0.014, ▁thứ: 0.0079, ▁hai: 0.0668, ▁phần: 0.0129, ▁lớn: 0.0242, ▁người: 0.0517, ▁ta: 1.1774, ▁fan: 0.0215, ▁Tê: 2.3201, ▁Li: 5.5977, ệt: 0.0059, ▁vì: 0.0658, ▁thành: 0.0071, ▁tích: 0.0035, ▁mà: 0.0691, ▁T: 5.1741, 1: 0.0671, ▁Valor: 11.1515, ant: 13.6537, ▁làm: 0.116, ▁gì: 0.0716, ▁vô: 8.1655, ▁địch: 0.4156, ▁Champions: 15.0087, <unk>: 0.1502, </s>: 0.0679",2.4418,15.0087
8885,Oizoiii ôg xã tới rùi,Ôi giời ơi ông xã tới rồi,"<s>: 0.0166, ▁Ô: 3.1362, i: 0.0513, ▁giờ: 6.7479, i: 5.4555, ▁ơi: 11.223, ▁ông: 0.046, ▁xã: 0.0086, ▁tới: 0.0619, ▁rồi: 0.0334, </s>: 0.0613",2.4402,11.223
8951,Mèo tom hát(LAN VÀ ĐIỆP,Mèo Tom hát ( LAN VÀ ĐIỆP ),"<s>: 0.016, ▁M: 0.0377, è: 0.0041, o: 0.0441, ▁Tom: 8.8595, ▁hát: 0.0177, ▁(: 7.2755, ▁LAN: 9.3449, ▁VÀ: 0.0571, ▁Đ: 0.0607, I: 0.088, Ệ: 0.0086, P: 0.0685, ▁): 10.5399, </s>: 0.0766",2.4333,10.5399
4293,Thấy game val edg lắm fan gơ nhất thì phại,Thấy game Valorant EDG lắm fan girl nhất thì phải,"<s>: 0.0169, ▁Th: 0.0183, ấ: 0.0068, y: 0.0208, ▁game: 0.0152, ▁Valor: 10.5366, ant: 10.3821, ▁E: 8.0453, DG: 3.0881, ▁lắm: 0.043, ▁fan: 0.0041, ▁girl: 5.1914, ▁nhất: 0.0416, ▁thì: 0.032, ▁phải: 0.8498, </s>: 0.0398",2.3957,10.5366
3433,Hqua thấy tongtai chà mặt vs srm này cái ik tìm koi liền lun 🤣,Hôm qua thấy Tống Tài chà mặt với sữa rửa mặt này cái đi tìm coi liền luôn 🤣,"<s>: 0.0172, ▁Hôm: 0.0258, ▁qua: 0.0656, ▁thấy: 0.0443, ▁T: 12.0623, ống: 4.5129, ▁Tài: 4.8276, ▁chà: 1.7588, ▁mặt: 0.0269, ▁với: 0.0516, ▁sữa: 8.7152, ▁rửa: 6.6735, ▁mặt: 0.0462, ▁này: 0.0329, ▁cái: 0.0232, ▁đi: 0.0353, ▁tìm: 0.0118, ▁coi: 15.6255, ▁liền: 0.0095, ▁luôn: 0.037, ▁: 0.0704, <unk>: 0.0643, </s>: 0.0587",2.3825,15.6255
6579,bên mìnk còn tuyển kh ạk e sv nnt cs hsk5,bên mình còn tuyển không ạ em sinh viên ngoại ngữ tiếng có HSK 5,"<s>: 0.0156, ▁bên: 0.0704, ▁mình: 0.0085, ▁còn: 0.0751, ▁tuyển: 0.004, ▁không: 0.0467, ▁ạ: 0.0248, ▁em: 0.0922, ▁sinh: 0.0651, ▁viên: 0.0245, ▁ngoại: 8.1018, ▁ngữ: 1.5245, ▁tiếng: 8.8018, ▁có: 11.5335, ▁H: 3.6656, SK: 4.2989, ▁5: 4.3214, </s>: 0.0823",2.3754,11.5335
2677,Cho mk xin jd biên kịch zới ạk,Cho mình xin Job Description biên kịch với ạ,"<s>: 0.0159, ▁Cho: 0.0448, ▁mình: 0.0342, ▁xin: 0.0204, ▁Job: 8.2986, ▁Description: 14.7866, ▁biên: 2.7721, ▁kịch: 0.0035, ▁với: 0.0359, ▁ạ: 0.0159, </s>: 0.0919",2.3745,14.7866
9254,"Ch chắc, đúng khoảng 60 %😅","Chưa chắc, đúng khoảng 60% 😅","<s>: 0.0161, ▁Chưa: 0.0233, ▁chắc: 0.0052, ,: 0.1346, ▁đúng: 0.0135, ▁khoảng: 0.008, ▁60%: 11.1999, ▁: 12.0103, <unk>: 0.1806, </s>: 0.1174",2.3709,12.0103
7436,Mệnh thiên tướng - vũ khúc 😅,Mệnh Thiên Tướng - Vũ Khúc 😅,"<s>: 0.0151, ▁M: 0.0532, ệ: 0.0264, nh: 0.0475, ▁Thiên: 6.0979, ▁T: 8.5892, ướng: 0.3049, ▁-: 0.0874, ▁Vũ: 6.9667, ▁Kh: 10.2783, úc: 0.3922, ▁: 0.1247, <unk>: 0.0719, </s>: 0.0745",2.3664,10.2783
3616,Lẩu bonus nướng lun nka bác,Lẩu tặng thêm nướng luôn nha bác,"<s>: 0.0166, ▁L: 0.1162, ẩ: 0.0357, u: 0.0502, ▁tặng: 12.1214, ▁thêm: 12.8762, ▁nướng: 0.3001, ▁luôn: 0.1879, ▁nha: 0.0044, ▁bác: 0.0141, </s>: 0.067",2.3445,12.8762
7721,Bán album mừi tém cộng as bà,Bán album mười tám cộng á bà,"<s>: 0.0149, ▁Bán: 0.032, ▁album: 0.0067, ▁mười: 9.5855, ▁tá: 7.0861, m: 0.1336, ▁cộng: 6.4237, ▁á: 0.0119, ▁bà: 0.0314, </s>: 0.0904",2.3416,9.5855
809,"RCM THỢ KỶ YẾU , TN PART 2","RECOMMEND THỢ KỶ YẾU , TỐT NGHIỆP PART 2","<s>: 0.015, ▁RE: 10.0681, COM: 5.7852, MEN: 12.6983, D: 7.2279, ▁TH: 0.0821, Ợ: 0.0113, ▁K: 0.0432, Ỷ: 0.051, ▁Y: 0.1074, Ế: 0.034, U: 0.1129, ▁: 0.0554, ,: 0.0613, ▁T: 4.1058, Ố: 4.3629, T: 1.4111, ▁NGHIỆP: 3.9964, ▁: 1.1444, PART: 0.0001, ▁2: 0.0303, </s>: 0.0698",2.3397,12.6983
8907,4 bài nhóm còn ít qa.,Bốn bài nhóm còn ít quá.,"<s>: 0.0144, ▁Bố: 11.2633, n: 11.8006, ▁bài: 0.0137, ▁nhóm: 0.0152, ▁còn: 0.0491, ▁ít: 0.0211, ▁quá: 0.0057, .: 0.0856, </s>: 0.0812",2.335,11.8006
8302,2 ng cu đơnnn,hai người cô đơn,"<s>: 0.016, ▁hai: 5.614, ▁người: 0.0631, ▁cô: 7.9742, ▁đơn: 0.0078, </s>: 0.2718",2.3245,7.9742
8494,Cung tật ách cs liêm trinh+thiên tướng thì nnao zị b?,Cung Tật Ách có Liêm Trinh + Thiên Tướng thì như nào vậy bạn?,"<s>: 0.0153, ▁Cung: 0.0071, ▁T: 13.2492, ật: 0.7273, ▁Á: 4.6108, ch: 3.0113, ▁có: 0.0757, ▁Li: 6.0041, êm: 0.0007, ▁Trin: 3.4599, h: 0.0105, ▁+: 3.0967, ▁Thiên: 6.8286, ▁T: 6.7892, ướng: 1.3157, ▁thì: 0.0873, ▁như: 0.773, ▁nào: 0.6482, ▁vậy: 0.0812, ▁bạn: 0.1407, ?: 0.0738, </s>: 0.0578",2.3211,13.2492
9308,Q mệt mỏi:),Quá mệt mỏi :),"<s>: 0.0155, ▁Quá: 0.0717, ▁mệt: 0.0185, ▁mỏi: 0.0236, <unk>: 8.2658, </s>: 5.5253",2.3201,8.2658
5247,T vay đc trên vnd 1 củ 😅,Tôi vay được trên VayVND 1 củ 😅,"<s>: 0.0162, ▁Tôi: 0.2548, ▁vay: 0.0112, ▁được: 0.0996, ▁trên: 0.0353, ▁Va: 10.2227, y: 3.277, VN: 7.2391, D: 10.9891, ▁1: 0.0659, ▁củ: 0.0038, ▁: 0.0893, <unk>: 0.0685, </s>: 0.073",2.3175,10.9891
7272,Khoá hsa hocmai ok kh ạk,Khóa HSA Hocmai ok không ạ,"<s>: 0.0168, <unk>: 9.8385, ▁H: 4.612, SA: 2.0538, ▁Hoc: 6.4642, mai: 0.0222, ▁ok: 0.0061, ▁không: 0.0268, ▁ạ: 0.0198, </s>: 0.0747",2.3135,9.8385
4290,Bởi vì lol cs faker còn valorant thì kh,Bởi vì LoL có Faker còn Valorant thì không,"<s>: 0.0149, ▁Bởi: 0.0099, ▁vì: 0.0153, ▁Lo: 15.4578, L: 3.2674, ▁có: 0.0712, ▁Fa: 2.5601, ker: 0.0019, ▁còn: 0.058, ▁Valor: 10.7229, ant: 0.0041, ▁thì: 0.0553, ▁không: 0.0506, </s>: 0.0827",2.3123,15.4578
5742,ik ăn tối giải toả một chút thì lotte mall west lake bật full list enhypen ố yè cant get chu out of my head 🫠,đi ăn tối giải tỏa một chút thì Lotte Mall West Lake bật full list ENHYPEN ố dè can't get chu out of my head 🫠,"<s>: 0.0132, ▁đi: 0.0799, ▁ăn: 0.0373, ▁tối: 0.0273, ▁giải: 0.0036, ▁tỏ: 7.0104, a: 1.8742, ▁một: 0.0469, ▁chút: 0.0105, ▁thì: 0.0564, ▁Lotte: 5.0776, ▁Mall: 2.1963, ▁West: 5.8328, ▁Lake: 5.1764, ▁bật: 0.0002, ▁full: 0.0013, ▁list: 0.0042, ▁EN: 11.3112, HY: 5.1698, PEN: 5.9602, ▁: 0.052, ố: 0.004, ▁dè: 11.9059, ▁can: 5.8138, ': 11.1498, t: 1.725, ▁get: 0.0133, ▁chu: 0.0026, ▁out: 0.0477, ▁of: 0.0135, ▁my: 0.0198, ▁head: 0.0049, ▁: 0.074, <unk>: 0.0457, </s>: 0.041",2.3086,11.9059
8201,Zạ giá hoa Peony hnay là 1.250k/10 cành ạk.,Dạ giá hoa mẫu đơn hôm nay là 1.250.000/10 cành ạ.,"<s>: 0.0162, ▁Dạ: 0.0378, ▁giá: 0.0442, ▁hoa: 0.0204, ▁mẫu: 14.1609, ▁đơn: 3.8616, ▁hôm: 0.2083, ▁nay: 0.0946, ▁là: 0.0689, ▁1.2: 9.1016, 50.000: 11.3717, /10: 0.0016, ▁c: 0.0219, ành: 0.0006, ▁ạ: 0.0117, .: 0.0689, </s>: 0.0579",2.3029,14.1609
4624,• Địa điểm: On.line tại nhà,• Địa điểm: Online tại nhà,"<s>: 0.0135, ▁•: 0.003, ▁Địa: 0.0074, ▁điểm: 0.0417, :: 0.0446, ▁Online: 12.0866, ▁tại: 8.3915, ▁nhà: 0.0407, </s>: 0.0879",2.3019,12.0866
7264,kảm ơn phiên live của Ganier vì đã giúp mìn chọn quà 8/3 trễ cho c,cảm ơn phiên live của Garnier vì đã giúp mình chọn quà mùng 8 tháng 3 trễ cho chị,"<s>: 0.0151, ▁cảm: 0.1509, ▁ơn: 0.0288, ▁phiên: 0.0037, ▁live: 0.0034, ▁của: 0.1449, ▁Gar: 15.8709, nier: 9.3019, ▁vì: 0.063, ▁đã: 0.1199, ▁giúp: 0.0122, ▁mình: 0.2393, ▁chọn: 0.0204, ▁quà: 0.013, ▁m: 13.6835, ùng: 1.7791, ▁8: 0.0522, ▁tháng: 7.3577, ▁3: 4.2013, ▁tr: 0.5118, ễ: 0.1065, ▁cho: 0.0788, ▁chị: 1.2939, </s>: 0.1185",2.2988,15.8709
1738,r bjk bía thg sơn hoàng lunnn,rồi biết bias thằng Sơn Hoàng luôn,"<s>: 0.0151, ▁rồi: 0.0304, ▁biết: 0.0248, ▁bi: 7.8224, as: 1.7424, ▁thằng: 0.956, ▁Sơn: 7.6943, ▁Hoàng: 4.4611, ▁luôn: 0.0123, </s>: 0.1029",2.2862,7.8224
8249,chắc b đấy bị ảo audio ấy,chắc bạn đấy bị ảo âm thanh ấy,"<s>: 0.0138, ▁chắc: 0.0029, ▁bạn: 0.0462, ▁đấy: 0.0065, ▁bị: 0.0579, ▁ảo: 0.0008, ▁âm: 9.1719, ▁thanh: 13.3995, ▁ấy: 0.0187, </s>: 0.0944",2.2813,13.3995
7824,"Cười ẻ, ai thèm car chứ.","Cười ỉa, ai thèm care chứ.","<s>: 0.0156, ▁C: 0.0771, ười: 0.0011, ▁: 0.2469, ỉ: 12.3158, a: 4.7911, ,: 0.1143, ▁ai: 0.0167, ▁thèm: 0.0035, ▁care: 11.8999, ▁chứ: 0.024, .: 0.0822, </s>: 0.0543",2.2802,12.3158
4472,Ở kv CMT8.,Ở khu vực Cách Mạng Tháng 8.,"<s>: 0.0127, ▁Ở: 0.0418, ▁khu: 1.2143, ▁vực: 0.0182, ▁Cách: 9.7654, ▁Mạng: 2.3019, ▁Tháng: 2.1074, ▁8.: 4.98, </s>: 0.0745",2.2796,9.7654
9118,Ns🗣️ Em vs ah Kiên 🧔🏻‍♂️chỉ tình cờ 💥gặp nhau 👩‍❤️‍👨thôi ạk Tình cờ ah… M thik tình cờ ak☠️ Chính mắt tao👀 trôg thấy m ik vào nhà trọ 🏠con Quỳnh👩🏻,Nói Em với anh Kiên chỉ tình cờ gặp nhau thôi ạ Tình cờ à… Mày thích tình cờ à Chính mắt tao trông thấy mày đi vào nhà trọ con Quỳnh,"<s>: 0.0145, ▁Nói: 0.0642, ▁Em: 9.9846, ▁với: 0.1746, ▁anh: 0.0257, ▁Ki: 0.009, ên: 0.0033, ▁chỉ: 13.7781, ▁tình: 0.0497, ▁cờ: 0.0023, ▁gặp: 11.3994, ▁nhau: 0.0361, ▁thôi: 8.8117, ▁ạ: 3.9266, ▁Tình: 0.0049, ▁cờ: 0.0016, ▁à: 0.6975, ...: 0.037, ▁Mà: 0.6196, y: 0.0314, ▁thích: 0.0299, ▁tình: 0.0108, ▁cờ: 0.001, ▁à: 0.1009, ▁Chính: 10.8672, ▁mắt: 0.0096, ▁tao: 0.0227, ▁trông: 5.2108, ▁thấy: 0.3102, ▁mày: 0.0172, ▁đi: 0.0201, ▁vào: 0.03, ▁nhà: 0.0122, ▁trọ: 0.0026, ▁con: 11.366, ▁Qu: 8.731, ỳ: 0.0331, nh: 0.0078, </s>: 2.2327",2.274,13.7781
7886,Cs tiền mua ko màk đâu=))))),Có tiền mua không mà đòi=))))),"<s>: 0.0153, ▁Có: 0.034, ▁tiền: 0.0235, ▁mua: 0.0202, ▁không: 0.156, ▁mà: 0.0803, ▁đòi: 13.8751, =: 10.5344, ): 0.0937, <unk>: 0.0992, </s>: 0.0598",2.272,13.8751
339,Mụp mụp z mắn đẻ,Mập mập vậy mắn đẻ,"<s>: 0.016, ▁M: 0.0333, ập: 10.4236, ▁m: 0.5571, ập: 7.6933, ▁vậy: 1.418, ▁mắn: 0.0244, ▁đẻ: 0.0057, </s>: 0.0703",2.2491,10.4236
8846,Mong cả nhà thờ rét citi giúp đỡ 🥺,Mong cả nhà Threads city giúp đỡ 🥺,"<s>: 0.0138, ▁Mong: 0.0202, ▁cả: 0.0801, ▁nhà: 0.0355, ▁Thread: 14.63, s: 6.726, ▁city: 5.0618, ▁giúp: 0.0255, ▁đỡ: 0.0048, ▁: 0.086, <unk>: 0.0824, </s>: 0.0793",2.2371,14.63
375,2 câi thg ku nay,2 cái thằng cu này,"<s>: 0.0168, ▁2: 0.0806, ▁cái: 3.568, ▁thằng: 0.5957, ▁cu: 8.0981, ▁này: 3.2318, </s>: 0.0686",2.2371,8.0981
4069,mìh từ meiji chuyển qua similac total pro thấy khá ổn nhược điểm là pha khó tan,mình từ Meiji chuyển qua Similac Total Pro thấy khá ổn nhược điểm là pha khó tan,"<s>: 0.0143, ▁mình: 0.0312, ▁từ: 0.0421, ▁Mei: 10.5592, ji: 0.6857, ▁chuyển: 0.0078, ▁qua: 0.0312, ▁Si: 7.506, mi: 4.496, lac: 13.7095, ▁Total: 5.5202, ▁Pro: 6.2607, ▁thấy: 0.0344, ▁khá: 0.022, ▁ổn: 0.0042, ▁nhược: 0.0009, ▁điểm: 0.033, ▁là: 0.0759, ▁pha: 0.0045, ▁khó: 0.0065, ▁tan: 0.0005, </s>: 0.0738",2.2327,13.7095
8993,CGI NẮM THT AS CLM VÃI LÔN,CÁI GÌ NẮM THẬT Á CÁI LỒN MẸ VÃI LỒN,"<s>: 0.0159, ▁C: 1.0916, Á: 12.4767, I: 0.5712, ▁G: 2.1104, Ì: 1.2124, ▁N: 0.0201, Ắ: 0.0306, M: 0.0185, ▁TH: 0.322, Ậ: 0.3795, T: 0.0599, ▁Á: 2.8778, ▁C: 1.6649, Á: 8.8752, I: 0.2442, ▁L: 1.8457, Ồ: 3.6174, N: 2.9502, ▁M: 7.5436, Ẹ: 3.6793, ▁V: 2.8038, Ã: 0.1041, I: 0.0727, ▁L: 0.0398, Ồ: 7.5035, N: 0.035, </s>: 0.0548",2.2222,12.4767
3367,Dzừa lm dzừa tan hưong nek em,Vừa làm vừa tận hưởng nè em,"<s>: 0.0154, ▁V: 0.0572, ừ: 0.0044, a: 0.1388, ▁làm: 0.0742, ▁vừa: 0.0329, ▁tận: 17.5139, ▁hưởng: 5.6794, ▁nè: 0.7886, ▁em: 0.0481, </s>: 0.0693",2.2202,17.5139
2190,:)) tôi hay tập cali hùng vương parkson giấc 8pm tới khuya.,:)) tôi hay tập Cali Hùng Vương Parkson giấc 8 giờ tối tới khuya.,"<s>: 0.014, <unk>: 1.4017, ▁tôi: 0.0409, ▁hay: 0.0162, ▁tập: 0.0117, ▁Cali: 8.7703, ▁Hùng: 8.7063, ▁Vương: 4.7607, ▁Park: 3.1057, son: 0.0009, ▁giấc: 0.0015, ▁8: 0.0067, ▁giờ: 6.0482, ▁tối: 9.0317, ▁tới: 0.0495, ▁khu: 0.0107, ya: 0.0411, .: 0.0738, </s>: 0.0794",2.2195,9.0317
7814,"Say gold buy vs n lunnn bn ạk, ae mik cứ singer th =))))))))))))","Say goodbye với nó luôn bạn ạ, anh em mình cứ single thôi =))))))))))))","<s>: 0.0139, ▁Say: 0.0005, ▁good: 10.967, by: 13.3757, e: 7.9181, ▁với: 0.0254, ▁nó: 0.0409, ▁luôn: 0.0158, ▁bạn: 0.0396, ▁ạ: 0.0464, ,: 0.083, ▁anh: 0.5619, ▁em: 0.0331, ▁mình: 0.0176, ▁cứ: 0.0108, ▁single: 12.8837, ▁thôi: 0.3495, ▁=: 0.009, <unk>: 0.0348, <unk>: 0.0397, </s>: 0.0272",2.214,13.3757
2914,Mỏ Cày 2k2 hè luuuu anhhhhhhh,Mỏ Cày 2k2 hello anh,"<s>: 0.0167, ▁M: 0.0344, ỏ: 0.0086, ▁Cà: 0.0037, y: 0.0541, ▁2: 0.0198, k: 0.0771, 2: 0.0204, ▁hell: 16.6053, o: 4.9249, ▁anh: 0.0265, </s>: 4.7504",2.2118,16.6053
3450,Họ hàng cái 💩.,Họ hàng cái cứt.,"<s>: 0.0144, ▁Họ: 0.0128, ▁hàng: 0.0193, ▁cái: 0.0411, ▁cứ: 12.478, t: 4.4647, .: 0.5722, </s>: 0.0731",2.2095,12.478
8189,Thiệt này k bt def shao,Thật này không biết bênh sao,"<s>: 0.0146, ▁Thật: 4.289, ▁này: 0.0668, ▁không: 0.1131, ▁biết: 0.057, ▁bên: 9.7875, h: 5.0949, ▁sao: 0.2375, </s>: 0.0718",2.1925,9.7875
535,Shao cứ thấy hình pónk quý bà Smell đâu đây,Sao cứ thấy hình bóng quý bà Smeb đâu đây,"<s>: 0.0161, ▁Sao: 0.0137, ▁cứ: 0.0219, ▁thấy: 0.0205, ▁hình: 0.0217, ▁bóng: 6.9898, ▁quý: 0.036, ▁bà: 0.0206, ▁Sme: 10.3305, b: 10.1817, ▁đâu: 0.7427, ▁đây: 0.0338, </s>: 0.0624",2.1917,10.3305
8393,Pha đók sáu tút liên mik vs a xìn mak :)) Nma ksao tất cả tại hai thành mù quáng tin sáu wa ….,Pha đó Sáu Tút liên minh với anh Trấn Thành mà :)) Nhưng mà không sao tất cả tại Hai Thành mù quáng tin Sáu quá ….,"<s>: 0.0138, ▁Pha: 0.0105, ▁đó: 0.0302, ▁Sá: 8.4155, u: 10.0447, ▁Tú: 6.4418, t: 0.0251, ▁liên: 0.0231, ▁minh: 7.8826, ▁với: 0.1601, ▁anh: 0.2204, ▁Tr: 12.1227, ấ: 3.2855, n: 0.0931, ▁Thành: 9.3824, ▁mà: 0.0253, <unk>: 0.2135, ▁Nhưng: 0.0558, ▁mà: 0.0869, ▁không: 1.2076, ▁sao: 1.7112, ▁tất: 0.0134, ▁cả: 0.0215, ▁tại: 0.0231, ▁Hai: 6.5174, ▁Thành: 4.6641, ▁m: 0.0819, ù: 0.0096, ▁quá: 0.006, ng: 0.0348, ▁tin: 0.0098, ▁Sá: 6.1165, u: 1.3048, ▁quá: 0.0317, ▁...: 0.0474, .: 0.0643, </s>: 0.0504",2.1743,12.1227
5838,cs tuyển full time hông ạk,cơ sở tuyển full-time không ạ,"<s>: 0.0152, ▁cơ: 10.5908, ▁sở: 0.7563, ▁tuyển: 1.7241, ▁full: 0.0019, -: 5.7448, time: 2.744, ▁không: 0.0251, ▁ạ: 0.0147, </s>: 0.0803",2.1697,10.5908
4404,"C t ngày dùng nature love mere, đêm dùng momo rabit","Con tôi ngày dùng Nature Love Mere, đêm dùng Momo Rabbit","<s>: 0.0157, ▁Con: 0.7547, ▁tôi: 0.0981, ▁ngày: 0.0189, ▁dùng: 0.031, ▁Nature: 6.1876, ▁Love: 3.9583, ▁Mere: 3.7197, ,: 0.0921, ▁đêm: 0.0074, ▁dùng: 0.0312, ▁Mo: 7.0929, mo: 0.4864, ▁Rabbi: 12.0011, t: 0.0215, </s>: 0.1034",2.1638,12.0011
3974,check mess mk nka,check messenger mình nha,"<s>: 0.014, ▁check: 0.0178, ▁messenger: 12.6323, ▁mình: 0.2152, ▁nha: 0.0209, </s>: 0.0811",2.1635,12.6323
161,"Mai sốp cs ko, ship về kđt định côg bn ạk","Mai shop có không, ship về khu đô thị Định Công bao nhiêu ạ","<s>: 0.0142, ▁Mai: 0.0096, ▁shop: 0.0428, ▁có: 0.1036, ▁không: 0.148, ,: 0.1146, ▁ship: 0.0034, ▁về: 0.0717, ▁khu: 8.2007, ▁đô: 9.7503, ▁thị: 1.9727, ▁Định: 4.9598, ▁Công: 1.8249, ▁bao: 9.2031, ▁nhiêu: 0.1991, ▁ạ: 0.0766, </s>: 0.0793",2.1632,9.7503
2903,Ib nc a hén,Inbox nói chuyện anh nhen,"<s>: 0.015, ▁In: 0.0218, box: 0.0278, ▁nói: 3.399, ▁chuyện: 0.4261, ▁anh: 0.2804, ▁nh: 14.0034, en: 1.2145, </s>: 0.0696",2.162,14.0034
7431,Văn xương vũ khúc thì s ạk?,Văn Xương Vũ Khúc thì sao ạ?,"<s>: 0.0139, ▁Văn: 0.0127, ▁X: 12.7011, ương: 2.341, ▁Vũ: 2.2535, ▁Kh: 8.1329, úc: 0.217, ▁thì: 0.057, ▁sao: 0.0529, ▁ạ: 0.0279, ?: 0.0536, </s>: 0.0655",2.1607,12.7011
5206,Không nh.,Không ngân hàng.,"<s>: 0.0131, ▁Không: 0.0264, ▁ngân: 12.2116, ▁hàng: 0.0235, .: 0.5912, </s>: 0.0664",2.1553,12.2116
9305,bd move on cực nhanh lunnn:))),bắt đầu move on cực nhanh luôn :))),"<s>: 0.0142, ▁bắt: 4.9242, ▁đầu: 0.0141, ▁move: 0.0005, ▁on: 0.0127, ▁cực: 0.016, ▁nhanh: 0.0149, ▁luôn: 0.0365, <unk>: 8.4624, </s>: 8.0166",2.1512,8.4624
