,text,target
243,qua trang mìnk tham khảo Jd nka,qua trang mình tham khảo JD nha
244,Ib nhé ng ep,Inbox nhé người đẹp
245,Ah bn ik du hc berlin về hả,Anh bạn đi du học Berlin về hả
246,Là mk ph đem hành ik lm fibi p hông…,Là mình phải đem hành đi làm freebie phải không…
247,Tui đăng tin chi tiêt bên fb nka,Tôi đăng tin chi tiết bên facebook nha
248,T tg nv thì sẽ dễ move on hơn :)),Tôi tưởng như vậy thì sẽ dễ move on hơn :))
249,"Mak n dị, ức cũm cũm","Mà nó dị, ức cõm cõm"
250,T m63 màk 68kg đây :))),Tôi 1m63 mà 68kg đây :)))
251,nhìn mbg hiểu nấu cỡ nào 😊,nhìn mấy bà già hiểu nấu cỡ nào 😊
252,Cno cần ng phục zụ cơm nc đỡ cho mẹ cno =)) chắc lúc chx lấy vk thì cả lò què cụt :) M thw mẹ m thì lm đỡ cho mẹ chứ k ph thg = cách đùn ziệc cho zk K bik các nhà ntn chứ nhà t cúng Tết đơn giản để còn ik chs,Chúng nó cần người phục vụ cơm nước đỡ cho mẹ chúng nó =)) chắc lúc chưa lấy vợ thì cả lò què cụt :) Mày thương mẹ mày thì làm đỡ cho mẹ chứ không phải thương bằng cách đùn việc cho vợ Không biết các nhà như thế nào chứ nhà tôi cúng Tết đơn giản để còn đi chơi
253,dcu ước vl ước,địt cụ ước vãi lồn ước
254,Ê chắc tuỳ as !,Ê chắc tùy á !
255,"ôi tr ưi thw z hicc, bà cs lm to ko","ôi trời ơi thương thế hức, bà có làm to không"
256,T tìm ng ko hoàn hảo giống t nên ms khó đók,Tui tìm người không hoàn hảo giống tui nên mới khó đó
257,3 trận là nnao dị,Ba trận là như nào vậy
258,Lương Fulltime từ 7tr-10tr++,Lương Fulltime từ 7 triệu - 10 triệu++
259,hạn về đổ máo bà kiu ik hiến máo mak tui ko đủ đkien hiến thì s bà 😞,hạn về đổ máu bà kêu đi hiến máu mà tui không đủ điều kiện hiến thì sao bà 😞
260,t pr quả thread m mấy vid r đấy=))),tao PR quả threads mày mấy video rồi đấy=)))
261,Lm như bán hàng đa cấp dấu giá,Làm như bán hàng đa cấp giấu giá
262,ịt me đki,địt mẹ đăng ký
263,Khiếp lun đấy😭😭,Khiếp luôn đấy 😭😭
264,còn iêu mak nma t thấy knang là bà í bỏ r,còn yêu mà nhưng mà tôi thấy khả năng là bà ý bỏ rồi
265,yêu xa nên mỗi lần gặp nhau là 1 ngày 3 trận,Yêu xa nên mỗi lần gặp nhau là một ngày ba trận
266,xích lây chờ thì cứ như ảnh 2 màk quất nka môm🫰🏻,signature thì cứ như ảnh 2 mà quất nha mom🫰🏻
267,E xin hd ở hà nội ạk,Em xin JD ở Hà Nội ạ
268,Yobae đọc thạch trang như reading ielts luonn màk=)))) mấy hsau lm vid chữa lành ngay🤡,Yobae đọc Thạch Trang như reading IELTS luôn mà=)))) mấy hôm sau làm video chữa lành ngay🤡
269,Xin cip vs ạk,Xin clip với ạ
270,Chs cbm k nợ nần nhg sợ bị tt sống trg lo sợ 3th r🙂‍↕️,Chơi cờ bạc mạng không nợ nần nhưng sợ bị thanh tra sống trong lo sợ 3 tháng rồi🙂‍↕️
271,"E ở chỗ nào pt, c cx ng pt🙂","Em ở chỗ nào Phú Thọ, chị cũng người Phú Thọ 🙂"
272,"T năm nay 25 t cs vay đc k , hd mìnk v ay dzới b","Tôi năm nay 25 tuổi có vay được không , hướng dẫn mình vay với bạn"
273,lúc ấy mấy ảnh rain nghe sướng vl luonn ấy:)))))),lúc ấy mấy ảnh rên nghe sướng vãi lồn luôn ấy:))))))
274,Chào b đồng hương nhé😊,Chào bạn đồng hương nhé 😊
275,Ch kịp chào HR xoá moẹ khỏi nhóm 🤡🤞,Chưa kịp chào HR xóa mẹ khỏi nhóm 🤡🤞
276,"Chỗ post nta đg zui, ở đâu lòi ra tk khùm này vị mấy bà :))) ai kí đầu n cái","Chỗ bài đăng người ta đang vui, ở đâu lòi ra thằng khùng này vậy mấy bà :))) ai ký đầu nó cái"
277,Em iu Trạm lémmmmm cho em gặp ôg xã Sibun nhaaaa Em mua đủ vé cả 4 Trạm rùiiiii,Em yêu Trạm lắm cho em gặp ông xã Soobin nha Em mua đủ vé cả 4 Trạm rồi
278,Mk cug đg trên làn ranh giữa ziệc ik hay ở lại.,Mình cũng đang trên lằn ranh giữa việc đi hay ở lại.
279,Hài dcd dm lần đầu tiên em gặp dc ng c gái hài hước như c…,Hài diệu kỳ luôn địt mẹ lần đầu tiên em gặp được người con gái hài hước như chị…
280,hợp vibe lãng tử mùa đông ớ kkkk,hợp vibe lãng tử mùa đông á kaka
281,Tin sáu từ tập 1 đến tập cuối kkkk,Tin Sáu từ tập 1 đến tập cuối kkkk
282,K cs kim ngưu là đúng r đấy hâhha.,Không có Kim Ngưu là đúng rồi đấy haha.
283,Cs pháp y tống từ cx ok la nhg sang bộ thời niên thiếu lại ch đủ wow.,Có Pháp y Tống Từ cũng ok la nhưng sang bộ thời niên thiếu lại chưa đủ wow.
284,Hoa xjnk hay ng chụp xinhhhh,Hoa xinh hay người chụp xinh
285,👤: cho mk nc ép dưa lưới 🗣️: mk nc ép dái WTF DCM M GỌI CÁI ĐÉO G V,👤: cho mình nước ép dưa lưới 🗣️: mình nước ép dái What the fuck Địt con mẹ mày gọi cái đéo gì vậy
286,Chj hok tui cs trang trại ngựa nên cho tui hc riêng mk ên lun,Chị học tôi có trang trại ngựa nên cho tôi học riêng mình tôi luôn
287,"Vội qá hả em🤭... th nào TongTai hợp tác dzới hãng c mua nx, để dành xài tiếp em 🤭","Vội quá hả em🤭... thôi nào Tống Tài hợp tác với hãng chị mua nữa, để dành xài tiếp em 🤭"
288,Rất k ưa nhân mã,Rất không ưa Nhân Mã
289,"Ngày Elpraire, bỉm đêm lomoms nka ạk","Ngày Elprairie, bỉm đêm lomoms nha ạ"
290,Cj chụp ở đnang k ạk,Chị chụp ở đà nẵng không ạ
291,họ nguyễn ngọc ah b :)),họ Nguyễn Ngọc à bạn :))
292,Cs 1 bài nhất quyết hông tim,Có 1 bài nhất quyết không thả tim
293,"Zạ 3.5 cá, phở Gân ạk 😘","Dạ 35 cá, phở gân ạ 😘"
294,tik · Hoàng Dũng,TikTok · Hoàng Dũng
295,Minh quan tam ạk,Mình quan tâm ạ
296,Vid đâu z a?,Video đâu vậy anh?
297,mong bn tin vào kảm quan và snghi tc của b. mk cug là dhs nên mk hiểu cho b nam và cả b. hơn nx ngành y mik từng tìm hiểu là ph hok rất nh trực rất nh lại còn ph ik lm nx nếu cs quên 1-2 lần thì đừng trách vội.,mong bạn tin vào cảm quan và suy nghĩ tình cảm của bạn. mình cũng là du học sinh nên mình hiểu cho bạn nam và cả bạn. hơn nữa ngành y mình từng tìm hiểu là phải học rất nhiều trực rất nhiều lại còn phải đi làm nữa nếu có quên 1-2 lần thì đừng trách vội.
298,Cx thiên kh tại mệnh :))),Cũng Thiên Không tại mệnh :)))
299,Bách Khoa nào 450 triệu v mS,Bách Khoa nào 450 triệu vậy mấy shop
300,"trc vay c moneveo n d ọa suốt , sau t c hặn luonn , bực cả mk","trước vay con Moneveo nó dọa suốt , sau tôi chặn luôn , bực cả mình"
301,tui zới ck tui =))))))))),tui với chồng tui =)))))))))
302,Gấu Peo mùa 3 cbi up size.,Gấu Peo mùa 3 chuẩn bị nâng cỡ.
303,mẹ n shipdom đã ít hơn dân số lai châu r vẫn cố bẻ cho đc dcu,mẹ nó shipdom đã ít hơn dân số Lai Châu rồi vẫn cố bẻ cho được địt cụ
304,thiếu ke đến v thì chju r,thiếu ke đến vậy thì chịu rồi
305,11ruoi đêm lun đók,11rưỡi đêm luôn đó
306,hữu duyên gặp dhs thấy cả yt cả fb=))),hữu duyên gặp đéo hiểu sao thấy cả YouTube cả Facebook=)))
307,"Cô xem nhẹ nhàng, ko doạ hay bắt lm lễ j, phí tuỳ tâm","Cô xem nhẹ nhàng, không dọa hay bắt làm lễ gì, phí tùy tâm"
308,Giá tuỳ tâm nên nhen.,Giá tùy tâm nên nhen.
309,"bản chất cộng đồng valorant là 1 cộng đồng game FPS nên là ko cs chỗ cho các mẹ bỉm đâu, dù valo ít toxic hơn cs","bản chất cộng đồng Valorant là 1 cộng đồng game FPS nên là không có chỗ cho các mẹ bỉm đâu, dù Valorant ít toxic hơn CS:GO"
310,Vay shoppe kiểu j b,Vay Shopee kiểu gì bạn
311,Cs partime kh ạ,Có part-time không ạ
312,Vđe ở vt cap = chat gpt,Vấn đề ở viết caption = ChatGPT
313,đã đến vs nhau rùi nhen hêhhehe,đã đến với nhau rồi nhen hê hế
314,Này đúng ra Hr p lm r gửi cho nld chứ 😅,Này đúng ra HR phải làm rồi gửi cho người lao động chứ 😅
315,Bệnh viện mik tuyển dc HCNS r ạk.,Bệnh viện mình tuyển được Hành chính nhân sự rồi ạ.
316,"Cầm quyền đảng cs lm ziệc qa yếu kém, đưa đất nc tới đg cùng","Cầm quyền Đảng Cộng sản làm việc quá yếu kém, đưa đất nước tới đường cùng"
317,Mời ng về nhà dạy.,- Mời người về nhà dạy.
318,book bàn trc qua đây đk k bn?,đặt bàn trước qua đây được không bạn?
319,"uiii ảnh mặp lên đúng hăm, cặp má kìa iu qá ik mấtttt","ui ảnh mập lên đúng không, cặp má kìa yêu quá đi mất"
320,Fibi ph dùng ht gaihome ch ht🤣.,Freebie phải dùng hết gaihome chưa hết🤣.
321,Chắc xin 1 sì lot dô cty bn lm q.,Chắc xin 1 slot vô công ty bạn làm quá.
322,nên tìm cho chú 1 c.v bv ở BHX hoặc các cửa hàng j đók cho khoẻ vị trí cố định cs chỗ mát chú cs tuổi r,nên tìm cho chú 1 công việc bảo vệ ở Bách Hóa Xanh hoặc các cửa hàng gì đó cho khỏe vị trí cố định có chỗ mát chú có tuổi rồi
323,Oii tr cái góc này🫣,Ôi trời cái góc này 🫣
324,E xin jb vs ạk,Em xin job với ạ
325,còn cty đồ thì nếu cs cv vận động ik lại nhẹ nhà trg toà nhà thì đỡ chứ ngồi ngoài nắng nhanh mệt sinh bệnh lắm.,còn công ty đồ thì nếu có công việc vận động đi lại nhẹ nhàng trong tòa nhà thì đỡ chứ ngồi ngoài nắng nhanh mệt sinh bệnh lắm.
326,Hẹ hẹ tks pà iu,Hẹ hẹ thanks bà yêu
327,Chùi ui kảm ơn báccc,Trời ơi cảm ơn bác
328,inbox mik hỗ trợ gom nợ vay bank lãi suất thấp kì bn dài nhee zalo: 0931132206 nek,inbox mình hỗ trợ gom nợ vay bank lãi suất thấp kỳ hạn dài nhé Zalo: 0931132206 nè
329,đat lich ntn as b?,đặt lịch như thế nào á bạn?
330,Đẻ đứa nx ik chứ.,- Đẻ đứa nữa đi chứ.
331,Cho t đổi qua bn nam châm vs lỡ bấm lộn hdammechong ròiiiii:)),Cho tôi đổi qua bạn nam châm với lỡ bấm lộn hiếp dâm mẹ chồng rồi:))
332,"ik ạk, ik date 1 mk nhg ở đók cs cả netflix, ps5 nx hay lắm as","Đi ạ, đi date một mình nhưng ở đó có cả Netflix, PS5 nữa hay lắm á"
333,mng gia nhập cộng đồng hây cn yêu thw 2 em yuha ian nhé,mọi người gia nhập cộng đồng hây con yêu thương hai em Yuha Ian nhé
334,Ph kể nh hơn ms nx đc chứ.,Phải kể nhiều hơn mới nhận xét được chứ.
335,hôy t bóc đc mò 👉🏻👈🏻,thôi tôi bóc được mà 👉🏻👈🏻
336,Sốp ra giá nayd thì sốp nào đỡ dk,Shop ra giá này thì shop nào đỡ được
337,Ủa tôi tưởng ik xe nhà V k tốn tiền xăng??,Ủa tôi tưởng đi xe nhà Vinfast không tốn tiền xăng??
338,mingyu mảng nào v b..,Mingyu mảng nào vậy bạn..
339,Đọc muốn ik lm luền,Đọc muốn đi làm liền
340,AS đù ôg shipper spx phát hiện t gửi hàng bên vtp rùi 🥲 Chuyện là ng nhà t mang đơn ra cho ổng lấy,A đù ông shipper Shopee Express phát hiện tôi gửi hàng bên Viettel Post rồi 🥲 Chuyện là người nhà tôi mang đơn ra cho ổng lấy
341,Em xin JD vị trí Ecom executive và Digital mkt vs ạk,Em xin JD vị trí E-commerce executive và Digital marketing với ạ
342,Dm lậy bố cười toác lz😭,Địt mẹ lạy bố cười toác lồn😭
343,Đúng mak k cần xem thì xưa h t cung lam y hệt v nh khi còn kín hơn nx 🤣 nhx ng co nội lực mạnh hiểu mìnk muốn j cần j sẽ y hệt nz k bao h chia sẽ nhg viêc cá nhân vs ng khác đời này luc khổ thi ng khac chê cười luc vinh quang thi họ ghen ghét,Đúng mà không cần xem thì xưa giờ tôi cũng làm y hệt vậy nhiều khi còn kín hơn nữa 🤣 những người có nội lực mạnh hiểu mình muốn gì cần gì sẽ y hệt như vậy không bao giờ chia sẻ những việc cá nhân với người khác đời này lúc khổ thì người khác chê cười lúc vinh quang thì họ ghen ghét
344,Nạp lần đầu lên hẳn vip 10,Nạp lần đầu lên hẳn VIP 10
345,Ui thề t đọc xog nhìn lên acc t b cười vl,Ui thề tôi đọc xong nhìn lên account tôi buồn cười vãi lồn
346,Em cần vay pk,Em cần vay phải không
347,13/3 mh zạ anhhh,13/3 mấy giờ dạ anh
348,Qtam sức khoẻ thì món này,Quan tâm sức khỏe thì món này
349,nhg tht sự là t bị mồ côi bn thảm chí để ngkh ko dị nghị mak t đã tạo một acc colone để nc vs mk 🥹🤌,nhưng thật sự là tôi bị mồ côi bạn thậm chí để người khác không dị nghị mà tôi đã tạo một account clone để nói chuyện với mình 🥹🤌
350,em năm nay 25t hiện đg nợ khoảng 70 tr cả tiền nh và app đen nh em nợ fe momo app đen nợ cây vàng monveo vnd,em năm nay 25 tuổi hiện đang nợ khoảng 70 triệu cả tiền ngân hàng và app đen ngân hàng em nợ FE MoMo app đen nợ cây vàng monveo vnd
351,nín dứt nhe,Nín dứt nhé
352,5lit vào ziệc,5 lít vào việc
353,Thấy thw z chèn,Thấy thương vậy trời
354,ik hơm cưng,Đi không cưng
355,Ng tội nhất là th H,Người tội nhất là thằng Hiếu
356,b tham khảo bên home nàaaa,Bạn tham khảo bên home nè
357,c iu thử,Chị yêu thử
358,Siu thik ấy,Siêu thích ấy
359,chim cò h mất giá nhề,Chim cò giờ mất giá nhỉ
360,Diển viên z chắc cx okla nhỉ,Diễn viên thế chắc cũng ok nhỉ
361,Gòi gòi rì viu tích đức xả nghiệp đây.,Rồi rồi review tích đức xả nghiệp đây.
362,em xin noti tối xem ạk,em xin notification tối xem ạ
363,Đã cập Nhật,Đã cập nhật
364,Cs tuyển part time khong ạk,Có tuyển part-time không ạ
365,đọc bl mak thấy ngu tht sự😀,đọc bình luận mà thấy ngu thật sự😀
366,Hoàng Đạo Thuý - Thanh Xuân nka e,Hoàng Đạo Thúy - Thanh Xuân nha em
367,Tất cả chỉ là hỉu lầmmm,Tất cả chỉ là hiểu lầm
368,b cs ik ăn ở ô chợ dừa thì kphai hàng của cô.Hàng đók là do cô nghỉ chăm ck,bạn có đi ăn ở Ô Chợ Dừa thì không phải hàng của cô. Hàng đó là do cô nghỉ chăm chồng
369,T cug 29 mất 1ty2 đg nợ laii 700tr mệt zô cùng.,Tôi cũng 29 mất 1 tỷ 2 đang nợ lại 700 triệu mệt vô cùng.
370,VCL CÚ SỐC NGAY KHI VỀ NHÀ AS ĐÙ,VÃI CẢ LỒN CÚ SỐC NGAY KHI VỀ NHÀ A ĐÙ
371,Đág eo v mng ơi??,Đáng yêu vậy mọi người ơi??
372,chà mơ tệ vại s🫂,chà mơ tệ vậy sao 🫂
373,"VL CHÚG M ƠI CÍU TAO LMS TỎ TÌNH CRUSH MAK KH NS LÀ : ""EM THIK AH""/""LÀM NY EM NHÉ"" Z??","VÃI LỒN CHÚNG MÀY ƠI CỨU TAO LÀM SAO TỎ TÌNH CRUSH MÀ KHÔNG NÓI LÀ : ""EM THÍCH ANH""/""LÀM NGƯỜI YÊU EM NHÉ"" THẾ??"
374,Nghĩ shao mấy ng này cs fan này nok,Nghĩ sao mấy người này có fan này nọ
375,C cẹc =)))),Con cặc =))))
376,Lên bài típ ik bà,Lên bài tiếp đi bà
377,my sói điên cuồng đánh ghen,My Sói điên cuồng đánh ghen
378,t6 này gặp rùi màk cn ms ht chắc tui khók lun 💔👈🏿,Thứ 6 này gặp rồi mà Chủ Nhật mới hết chắc tui khóc luôn 💔👈🏿
379,1 c mằm ngửa bên cạnh và 1 cn nằm dưới chân =))))))))))))) k cn nào lm phiền c nào gất iêu,một con nằm ngửa bên cạnh và một con nằm dưới chân =))))))))))))) không con nào làm phiền con nào rất yêu
380,Ờm thì:))))Quán miến trộn hiền béo h chuyển qua khâm thiên r,Ờm thì:)))) Quán miến trộn hiền béo giờ chuyển qua Khâm Thiên rồi
381,Hnhu cs xe khách cấm ng ct nyc 5 năm hsy,Hình như có xe khách cấm người chia tay người yêu cũ 5 năm hay sao ý
382,Bộ ni bn ạk,Bộ này bao nhiêu ạ
383,Hỗ trợ giá như dzới nc nka bà lô,Hỗ trợ giá như với nước nha bà Lô
384,Th Ngại nà,Thôi Ngại nè
385,"Vl, nạp vip ak","Vãi lồn, nạp VIP à"
386,Vào đòi nợ màk giống cái rhs day2 chú Pháp nka Kiều🤣 triển vọng lắm đấy,Vào đòi nợ mà giống cái rehearsal day 2 chú Pháp nha Kiều🤣 triển vọng lắm đấy
387,Thử mak 30 phút ik là lên ns ảnh ysl rùi,Thử mà 30 phút đi là lên nói ảnh yếu sinh lý rồi
388,uh ha =)))) chắc còn ten bẩn chứ ai như lày,uh ha =)))) chắc content bẩn chứ ai như này
389,"T mê ⚡️gây ở tq vcl, nwngs đ chịu đc💦","Tôi mê ⚡️gây ở trung quốc vãi cả lồn, nứng đéo chịu được💦"
390,zạ tụi mìh dạng photobooth ó chớ hem phại stu,dạ tụi mình dạng photobooth đó chứ không phải studio
391,"ảnh flo cs 500 ng hà, mak chuỗi em thì ah k đăng tik..","ảnh follow có 500 người hà, mà chuỗi em thì anh không đăng TikTok.."
392,Cmn ai ns bậy v.,Con mẹ nó ai nói bậy vậy.
393,ê t đúng nể cj này lun í tr ơi😭😭hơn t 1t màk giỏi kinh khủng khiếp,ê tôi đúng nể chị này luôn ý trời ơi 😭😭 hơn tôi 1 tuổi mà giỏi kinh khủng khiếp
394,tr ơi siêu cưng😭!!!!,trời ơi siêu cưng 😭!!!!
395,"Tui 28 tủi, tui bán Phở.","Tui 28 tuổi, tui bán phở."
396,Giữ nguyên giá để bảo vệ khách hàng?,- Giữ nguyên giá để bảo vệ khách hàng?
397,riel ko nhớ lắm rùi,real không nhớ lắm rồi
398,cạm ơn sốp nẹ❤️,cảm ơn shop nè❤️
399,ăn cái chi màk dạo nì xinhh z!!!!!!!!!!,ăn cái chi mà dạo này xinh thế!!!!!!!!!!
400,bé nhà mik ăn meiji bị ik ngoài phân nhầy cs bọt nên mk đổi qua similac thấy khá oke,bé nhà mình ăn Meiji bị đi ngoài phân nhầy có bọt nên mình đổi qua Similac thấy khá ok
