sentence,list
Trông chú ấy như con gái vậy!,"['Trông', 'chú', 'ấy', 'như', 'con', 'gái', 'vậy!']"
Cả hai ta đều biết ai chôm con ngựa.,"['Cả', 'hai', 'ta', 'đều', 'biết', 'ai', 'chôm', 'con', 'ngựa.']"
Dịch vụ chép Phim HD Nguyễn Phi chúc các bạn có những giây phút thư giãn vui vẻ,"['Dịch', 'vụ', 'chép', 'Phim', 'HD', 'Nguyễn', 'Phi', 'chúc', 'các', 'bạn', 'có', 'những', 'giây', 'phút', 'thư', 'giãn', 'vui', 'vẻ']"
Ông nên bận tâm thằng Kick-Ass kìa.,"['Ông', 'nên', 'bận', 'tâm', 'thằng', 'Kick-Ass', 'kìa.']"
Hắn hay gia đình của em ?,"['Hắn', 'hay', 'gia', 'đình', 'của', 'em', '?']"
Nhưng khi vẫn còn sức thì còn phải chiến đấu.,"['Nhưng', 'khi', 'vẫn', 'còn', 'sức', 'thì', 'còn', 'phải', 'chiến', 'đấu.']"
Hãy quyết định trước khi quá muộn.,"['Hãy', 'quyết', 'định', 'trước', 'khi', 'quá', 'muộn.']"
Chồng em đã dạy em như thế mà.,"['Chồng', 'em', 'đã', 'dạy', 'em', 'như', 'thế', 'mà.']"
"6 năm trước, khi trùng tu Vô Cực Quan, ngươi là người giám sát.","['6', 'năm', 'trước,', 'khi', 'trùng', 'tu', 'Vô', 'Cực', 'Quan,', 'ngươi', 'là', 'người', 'giám', 'sát.']"
- Ai đã làm anh thế này?,"['-', 'Ai', 'đã', 'làm', 'anh', 'thế', 'này?']"
Chúng tôi không phải là đối thủ cạnh tranh.,"['Chúng', 'tôi', 'không', 'phải', 'là', 'đối', 'thủ', 'cạnh', 'tranh.']"
Tôi đang nghĩ là có nên yêu cầu dịch vụ phòng hay không.,"['Tôi', 'đang', 'nghĩ', 'là', 'có', 'nên', 'yêu', 'cầu', 'dịch', 'vụ', 'phòng', 'hay', 'không.']"
"Đại nhân, hôm qua khi Ngài kiểm tra ống trụ..","['Đại', 'nhân,', 'hôm', 'qua', 'khi', 'Ngài', 'kiểm', 'tra', 'ống', 'trụ..']"
Cám ơn chú vì đã an ủi.,"['Cám', 'ơn', 'chú', 'vì', 'đã', 'an', 'ủi.']"
Luật pháp đã giúp chúng ta vì nó dẫn dắt ta...,"['Luật', 'pháp', 'đã', 'giúp', 'chúng', 'ta', 'vì', 'nó', 'dẫn', 'dắt', 'ta...']"
"Khi chúng ta xuống tầng thấp hơn, cơn đau sẽ bớt dữ dội.","['Khi', 'chúng', 'ta', 'xuống', 'tầng', 'thấp', 'hơn,', 'cơn', 'đau', 'sẽ', 'bớt', 'dữ', 'dội.']"
- Như cha của ngài từng làm?,"['-', 'Như', 'cha', 'của', 'ngài', 'từng', 'làm?']"
"Thật ra, Dylan, làm theo phim The Day After Tomorrow.","['Thật', 'ra,', 'Dylan,', 'làm', 'theo', 'phim', 'The', 'Day', 'After', 'Tomorrow.']"
Cậu nghĩ cậu biết tất cả về những bảo bối đó sao?,"['Cậu', 'nghĩ', 'cậu', 'biết', 'tất', 'cả', 'về', 'những', 'bảo', 'bối', 'đó', 'sao?']"
Làm sao con đó biết về các điệp vụ của ta được?,"['Làm', 'sao', 'con', 'đó', 'biết', 'về', 'các', 'điệp', 'vụ', 'của', 'ta', 'được?']"
"10:06 PM, công viên Quốc gia Joshua Tree.","['10:06', 'PM,', 'công', 'viên', 'Quốc', 'gia', 'Joshua', 'Tree.']"
Chúng ta sẽ đặt nó lại mà anh bạn!,"['Chúng', 'ta', 'sẽ', 'đặt', 'nó', 'lại', 'mà', 'anh', 'bạn!']"
Vậy là em có trong tai nạn máy bay đó?,"['Vậy', 'là', 'em', 'có', 'trong', 'tai', 'nạn', 'máy', 'bay', 'đó?']"
Tôi kết hợp đủ thứ tât cả hoán vị của nguyên tố được biết,"['Tôi', 'kết', 'hợp', 'đủ', 'thứ', 'tât', 'cả', 'hoán', 'vị', 'của', 'nguyên', 'tố', 'được', 'biết']"
Trời tối chúng ta sẽ lẻn vào.,"['Trời', 'tối', 'chúng', 'ta', 'sẽ', 'lẻn', 'vào.']"
Anh chị thấy đó... người ta đặt bàn trước cả tháng.,"['Anh', 'chị', 'thấy', 'đó...', 'người', 'ta', 'đặt', 'bàn', 'trước', 'cả', 'tháng.']"
"Nếu mày không giết tao, tao sẽ giết mày Baracus.","['Nếu', 'mày', 'không', 'giết', 'tao,', 'tao', 'sẽ', 'giết', 'mày', 'Baracus.']"
Cám ơn về những gì cậu đã làm cho chúng tôi,"['Cám', 'ơn', 'về', 'những', 'gì', 'cậu', 'đã', 'làm', 'cho', 'chúng', 'tôi']"
Tôi muốn làm ... của David ( ) bạn ( ) bạn gái.,"['Tôi', 'muốn', 'làm', '...', 'của', 'David', '(', ')', 'bạn', '(', ')', 'bạn', 'gái.']"
"-À, phải rồi, chắc tôi lại tưởng tượng.","['-À,', 'phải', 'rồi,', 'chắc', 'tôi', 'lại', 'tưởng', 'tượng.']"
muội có gặp qua ông lão râu trắng chưa?,"['muội', 'có', 'gặp', 'qua', 'ông', 'lão', 'râu', 'trắng', 'chưa?']"
Nhưng anh ta cũng có khiếu thẩm mỹ.,"['Nhưng', 'anh', 'ta', 'cũng', 'có', 'khiếu', 'thẩm', 'mỹ.']"
Đừng treo con vịt khô ở đây,"['Đừng', 'treo', 'con', 'vịt', 'khô', 'ở', 'đây']"
Khám nghiệm ban đầu cho thấy Guyrich đã bị nện chết bởi một con gấu.,"['Khám', 'nghiệm', 'ban', 'đầu', 'cho', 'thấy', 'Guyrich', 'đã', 'bị', 'nện', 'chết', 'bởi', 'một', 'con', 'gấu.']"
"Trớ trêu thay, an ninh của họ không phải là tất cả đều tốt.","['Trớ', 'trêu', 'thay,', 'an', 'ninh', 'của', 'họ', 'không', 'phải', 'là', 'tất', 'cả', 'đều', 'tốt.']"
"Trịnh sư phụ, bàn trơn lắm đó nha ông.","['Trịnh', 'sư', 'phụ,', 'bàn', 'trơn', 'lắm', 'đó', 'nha', 'ông.']"
 Bữa nào cũng làm mười mấy món  Cũng phải mất hết 1 tiếng đồng hồ,"['Bữa', 'nào', 'cũng', 'làm', 'mười', 'mấy', 'món', 'Cũng', 'phải', 'mất', 'hết', '1', 'tiếng', 'đồng', 'hồ']"
Anh sẽ sớm quay về với những việc ít mạo hiểm hơn.,"['Anh', 'sẽ', 'sớm', 'quay', 'về', 'với', 'những', 'việc', 'ít', 'mạo', 'hiểm', 'hơn.']"
- Tôi nghĩ dân kỹ thuật gọi nó là tai nạn đấy.,"['-', 'Tôi', 'nghĩ', 'dân', 'kỹ', 'thuật', 'gọi', 'nó', 'là', 'tai', 'nạn', 'đấy.']"
"Và thầy biết đó, nó chẳng phải đứa đầu tiên.","['Và', 'thầy', 'biết', 'đó,', 'nó', 'chẳng', 'phải', 'đứa', 'đầu', 'tiên.']"
Vậy mà anh dám cả gan đến vay tiền ngân hàng à?,"['Vậy', 'mà', 'anh', 'dám', 'cả', 'gan', 'đến', 'vay', 'tiền', 'ngân', 'hàng', 'à?']"
Tôi đưa cho anh cái hộ chiếu nào thế?,"['Tôi', 'đưa', 'cho', 'anh', 'cái', 'hộ', 'chiếu', 'nào', 'thế?']"
Người đưa cái này vừa mới đi.,"['Người', 'đưa', 'cái', 'này', 'vừa', 'mới', 'đi.']"
Hogwarts không phải là nơi cho người điên.,"['Hogwarts', 'không', 'phải', 'là', 'nơi', 'cho', 'người', 'điên.']"
- làm sao tôi biết được chứ?,"['-', 'làm', 'sao', 'tôi', 'biết', 'được', 'chứ?']"
Đó là cơ hội của chúng ta và nó sẽ qua rất nhanh.,"['Đó', 'là', 'cơ', 'hội', 'của', 'chúng', 'ta', 'và', 'nó', 'sẽ', 'qua', 'rất', 'nhanh.']"
"Cindy, em biết rõ anh mà, Cindy.","['Cindy,', 'em', 'biết', 'rõ', 'anh', 'mà,', 'Cindy.']"
"Đó là Muscatto, chỉ là rượu vang sủi bọt.","['Đó', 'là', 'Muscatto,', 'chỉ', 'là', 'rượu', 'vang', 'sủi', 'bọt.']"
- Tôi không thể trả ngay bây giờ được.,"['-', 'Tôi', 'không', 'thể', 'trả', 'ngay', 'bây', 'giờ', 'được.']"
Nhưng anh không thể cho hắn điều hắn muốn.,"['Nhưng', 'anh', 'không', 'thể', 'cho', 'hắn', 'điều', 'hắn', 'muốn.']"
"Mọi thứ, khi đột nhiên phe đối lập.","['Mọi', 'thứ,', 'khi', 'đột', 'nhiên', 'phe', 'đối', 'lập.']"
hắn giết người của ta chuyện vậy đấy.,"['hắn', 'giết', 'người', 'của', 'ta', 'chuyện', 'vậy', 'đấy.']"
Nó sẽ mãi như vậy hả mẹ?,"['Nó', 'sẽ', 'mãi', 'như', 'vậy', 'hả', 'mẹ?']"
Cả hai đều là những cao thủ trong tập đoàn tội ác ở Chicago.,"['Cả', 'hai', 'đều', 'là', 'những', 'cao', 'thủ', 'trong', 'tập', 'đoàn', 'tội', 'ác', 'ở', 'Chicago.']"
Tàu ngầm của tao sẽ phá banh đồn của Malèna!,"['Tàu', 'ngầm', 'của', 'tao', 'sẽ', 'phá', 'banh', 'đồn', 'của', 'Malèna!']"
"Nhưng chuyện xảy ra quá nhanh, tôi không kịp nghĩ.","['Nhưng', 'chuyện', 'xảy', 'ra', 'quá', 'nhanh,', 'tôi', 'không', 'kịp', 'nghĩ.']"
Bị rượt đuổi khắp nơi bởi các tổ chức chính phủ.,"['Bị', 'rượt', 'đuổi', 'khắp', 'nơi', 'bởi', 'các', 'tổ', 'chức', 'chính', 'phủ.']"
"Hiện đang đưa mọi người đến sân vận động Wembley, đến với buổi lễ bế mạc Hội chợ Triển lãm.","['Hiện', 'đang', 'đưa', 'mọi', 'người', 'đến', 'sân', 'vận', 'động', 'Wembley,', 'đến', 'với', 'buổi', 'lễ', 'bế', 'mạc', 'Hội', 'chợ', 'Triển', 'lãm.']"
6 tù nhân bị kết án tử hình.,"['6', 'tù', 'nhân', 'bị', 'kết', 'án', 'tử', 'hình.']"
Làm thế quái nào họ có lệnh trao trả tù nhân?,"['Làm', 'thế', 'quái', 'nào', 'họ', 'có', 'lệnh', 'trao', 'trả', 'tù', 'nhân?']"
"Ừ, tôi với Hollywood từng là bạn thân hồi học mẫu giáo.","['Ừ,', 'tôi', 'với', 'Hollywood', 'từng', 'là', 'bạn', 'thân', 'hồi', 'học', 'mẫu', 'giáo.']"
Giờ xem bà ấy nói về bố tôi kìa?,"['Giờ', 'xem', 'bà', 'ấy', 'nói', 'về', 'bố', 'tôi', 'kìa?']"
"- Mẹ tôi chết khi tôi còn nhỏ, -","['-', 'Mẹ', 'tôi', 'chết', 'khi', 'tôi', 'còn', 'nhỏ,', '-']"
Nhưng ngài không giữ đúng hợp đồng của chúng ta.,"['Nhưng', 'ngài', 'không', 'giữ', 'đúng', 'hợp', 'đồng', 'của', 'chúng', 'ta.']"
Chủ đề của bài thi hôm nay là lắp ghép cho chính xác cái bánh xe này dưới nước.,"['Chủ', 'đề', 'của', 'bài', 'thi', 'hôm', 'nay', 'là', 'lắp', 'ghép', 'cho', 'chính', 'xác', 'cái', 'bánh', 'xe', 'này', 'dưới', 'nước.']"
"Tôi muốn nói, toàn bộ chuyện này...","['Tôi', 'muốn', 'nói,', 'toàn', 'bộ', 'chuyện', 'này...']"
Vậy ai sẽ báo cho họ trước khi quá trễ?,"['Vậy', 'ai', 'sẽ', 'báo', 'cho', 'họ', 'trước', 'khi', 'quá', 'trễ?']"
"Không, tôi thực sự thấy cậu ấy.","['Không,', 'tôi', 'thực', 'sự', 'thấy', 'cậu', 'ấy.']"
Chúng vứt các ngươi đi như rác,"['Chúng', 'vứt', 'các', 'ngươi', 'đi', 'như', 'rác']"
"Anh biết đấy, nên dạy cho hắn bài học.","['Anh', 'biết', 'đấy,', 'nên', 'dạy', 'cho', 'hắn', 'bài', 'học.']"
"Gã này tên Thorn, hacker chuyên môn.","['Gã', 'này', 'tên', 'Thorn,', 'hacker', 'chuyên', 'môn.']"
- Không được làm đau chị tôi.,"['-', 'Không', 'được', 'làm', 'đau', 'chị', 'tôi.']"
Cô có phiền không nếu tôi đeo nó?,"['Cô', 'có', 'phiền', 'không', 'nếu', 'tôi', 'đeo', 'nó?']"
Tôi thấy anh không hề thay đổi.,"['Tôi', 'thấy', 'anh', 'không', 'hề', 'thay', 'đổi.']"
- Bởi vì em là con gái.,"['-', 'Bởi', 'vì', 'em', 'là', 'con', 'gái.']"
- Mày nghĩ là Gaga sẽ quan tâm chết tiệt đến mày à?,"['-', 'Mày', 'nghĩ', 'là', 'Gaga', 'sẽ', 'quan', 'tâm', 'chết', 'tiệt', 'đến', 'mày', 'à?']"
Tôi nghĩ ông làm rớt cái gì này,"['Tôi', 'nghĩ', 'ông', 'làm', 'rớt', 'cái', 'gì', 'này']"
Tôi thức dậy và đánh răng vì nó.,"['Tôi', 'thức', 'dậy', 'và', 'đánh', 'răng', 'vì', 'nó.']"
Sách së bán không chåy nu ngÜi ta vit s thÆt.,"['Sách', 'së', 'bán', 'không', 'chåy', 'nu', 'ngÜi', 'ta', 'vit', 's', 'thÆt.']"
ñØng nên da hoàn toàn vào triu Çình.,"['ñØng', 'nên', 'da', 'hoàn', 'toàn', 'vào', 'triu', 'Çình.']"
"Well, Down We will finish it tomorrow morning sẽ là 1 điều rất tuyệt đấy.","['Well,', 'Down', 'We', 'will', 'finish', 'it', 'tomorrow', 'morning', 'sẽ', 'là', '1', 'điều', 'rất', 'tuyệt', 'đấy.']"
"V khéng quan tÝm ½än chÈnh trÌ, sú nghi kÿ...","['V', 'khéng', 'quan', 'tÝm', '½än', 'chÈnh', 'trÌ,', 'sú', 'nghi', 'kÿ...']"
"Tôi không cần hoa, nhưng cháu cầm cái này đi.","['Tôi', 'không', 'cần', 'hoa,', 'nhưng', 'cháu', 'cầm', 'cái', 'này', 'đi.']"
Một vài người nói gã mơ mộng quá.,"['Một', 'vài', 'người', 'nói', 'gã', 'mơ', 'mộng', 'quá.']"
"Nizam sẽ dùng con dao đó chọc thủng đồng hồ cát, và hắn phải được ngăn lại.","['Nizam', 'sẽ', 'dùng', 'con', 'dao', 'đó', 'chọc', 'thủng', 'đồng', 'hồ', 'cát,', 'và', 'hắn', 'phải', 'được', 'ngăn', 'lại.']"
Tôi sẽ bảo mọi người trong đó.,"['Tôi', 'sẽ', 'bảo', 'mọi', 'người', 'trong', 'đó.']"
Tất cả xương đã cháy thành tro,"['Tất', 'cả', 'xương', 'đã', 'cháy', 'thành', 'tro']"
Em không biết là chúng ta sẽ không bao giờ quay lại nơi đó à?,"['Em', 'không', 'biết', 'là', 'chúng', 'ta', 'sẽ', 'không', 'bao', 'giờ', 'quay', 'lại', 'nơi', 'đó', 'à?']"
Tất cả các loại mật mã đều phải dựa vào nó.,"['Tất', 'cả', 'các', 'loại', 'mật', 'mã', 'đều', 'phải', 'dựa', 'vào', 'nó.']"
"Với đầu gió phụ , chúng ta có thể nhấn nó và phân loại ?","['Với', 'đầu', 'gió', 'phụ', ',', 'chúng', 'ta', 'có', 'thể', 'nhấn', 'nó', 'và', 'phân', 'loại', '?']"
- Sao họ lại làm việc này?,"['-', 'Sao', 'họ', 'lại', 'làm', 'việc', 'này?']"
"- Muốn uống gì không, các quý ông?","['-', 'Muốn', 'uống', 'gì', 'không,', 'các', 'quý', 'ông?']"
Anh đang nói tên trộm nào vậy?,"['Anh', 'đang', 'nói', 'tên', 'trộm', 'nào', 'vậy?']"
Chào người bạn nhỏ của tao đi.,"['Chào', 'người', 'bạn', 'nhỏ', 'của', 'tao', 'đi.']"
"Coi nào Smith, thôi trò này đi","['Coi', 'nào', 'Smith,', 'thôi', 'trò', 'này', 'đi']"
Với tôi thì cái đó là siêu nốc ao.,"['Với', 'tôi', 'thì', 'cái', 'đó', 'là', 'siêu', 'nốc', 'ao.']"
Diệp Thiên Tứ đã được chọn làm,"['Diệp', 'Thiên', 'Tứ', 'đã', 'được', 'chọn', 'làm']"
"Tinh thần, ta cho ngươi sự khiếp sợ Mang cho ngươi một năng lượng khủng khiếp.","['Tinh', 'thần,', 'ta', 'cho', 'ngươi', 'sự', 'khiếp', 'sợ', 'Mang', 'cho', 'ngươi', 'một', 'năng', 'lượng', 'khủng', 'khiếp.']"
Ông ta nói cô sẽ gây ảnh hưởng xấu.,"['Ông', 'ta', 'nói', 'cô', 'sẽ', 'gây', 'ảnh', 'hưởng', 'xấu.']"
"Lúc tớ còn nhỏ, mỗi lần đánh nhau cậu có tha cho tớ đâu?","['Lúc', 'tớ', 'còn', 'nhỏ,', 'mỗi', 'lần', 'đánh', 'nhau', 'cậu', 'có', 'tha', 'cho', 'tớ', 'đâu?']"
Chúng ta không cần phải làm chuyện này,"['Chúng', 'ta', 'không', 'cần', 'phải', 'làm', 'chuyện', 'này']"
"Nhục thệt, tôi thật sự muốn biết có gì trong đó.","['Nhục', 'thệt,', 'tôi', 'thật', 'sự', 'muốn', 'biết', 'có', 'gì', 'trong', 'đó.']"
"Ta nghĩ hắn đã vào băng của Lucky Ned Pepper, băng đó vừa cướp điểm trung chuyển hôm qua ở sông Poteau.","['Ta', 'nghĩ', 'hắn', 'đã', 'vào', 'băng', 'của', 'Lucky', 'Ned', 'Pepper,', 'băng', 'đó', 'vừa', 'cướp', 'điểm', 'trung', 'chuyển', 'hôm', 'qua', 'ở', 'sông', 'Poteau.']"
- Làm sao có thể nói chuyện... khi ngồi cùng một phía như thế.,"['-', 'Làm', 'sao', 'có', 'thể', 'nói', 'chuyện...', 'khi', 'ngồi', 'cùng', 'một', 'phía', 'như', 'thế.']"
"Trừ phi, dĩ nhiên, cô ta thực sự hấp dẫn.","['Trừ', 'phi,', 'dĩ', 'nhiên,', 'cô', 'ta', 'thực', 'sự', 'hấp', 'dẫn.']"
Cậu vừa gọi tôi là tên mọi nhà.,"['Cậu', 'vừa', 'gọi', 'tôi', 'là', 'tên', 'mọi', 'nhà.']"
Mình nghe nói em đấy hơi khó ăn đấy.,"['Mình', 'nghe', 'nói', 'em', 'đấy', 'hơi', 'khó', 'ăn', 'đấy.']"
Ngay từ hồi bé Tớ luôn muốn có một người bạn như là cậu.,"['Ngay', 'từ', 'hồi', 'bé', 'Tớ', 'luôn', 'muốn', 'có', 'một', 'người', 'bạn', 'như', 'là', 'cậu.']"
Đây là sát thủ tên lửa tầm nhiệt thêm 1 thành phần phụ cyclotrimethylenetrinitramine viết tăt RDX siêu chất nổ.,"['Đây', 'là', 'sát', 'thủ', 'tên', 'lửa', 'tầm', 'nhiệt', 'thêm', '1', 'thành', 'phần', 'phụ', 'cyclotrimethylenetrinitramine', 'viết', 'tăt', 'RDX', 'siêu', 'chất', 'nổ.']"
I saw you at the games with Domina,"['I', 'saw', 'you', 'at', 'the', 'games', 'with', 'Domina']"
"Oh, và Logan này, tránh xa bạn gái của tôi.","['Oh,', 'và', 'Logan', 'này,', 'tránh', 'xa', 'bạn', 'gái', 'của', 'tôi.']"
" Còn 2 phút, để anh giúp em  Anh đừng làm","['Còn', '2', 'phút,', 'để', 'anh', 'giúp', 'em', 'Anh', 'đừng', 'làm']"
Chúng tao có thể đem nó đi và nuôi dưỡng nó từ bây giờ.,"['Chúng', 'tao', 'có', 'thể', 'đem', 'nó', 'đi', 'và', 'nuôi', 'dưỡng', 'nó', 'từ', 'bây', 'giờ.']"
Cục An Ninh Hàng Không Quốc Gia đã hoàn tất việc khám xét hiện trường... vụ tai nạn.,"['Cục', 'An', 'Ninh', 'Hàng', 'Không', 'Quốc', 'Gia', 'đã', 'hoàn', 'tất', 'việc', 'khám', 'xét', 'hiện', 'trường...', 'vụ', 'tai', 'nạn.']"
"Trái tim tôi như một chiếc răng, bị khuyết một lỗ, chỉ có thể được trám bởi những đứa trẻ.","['Trái', 'tim', 'tôi', 'như', 'một', 'chiếc', 'răng,', 'bị', 'khuyết', 'một', 'lỗ,', 'chỉ', 'có', 'thể', 'được', 'trám', 'bởi', 'những', 'đứa', 'trẻ.']"
"Đã cố hết sức, chú tranh thủ nhé","['Đã', 'cố', 'hết', 'sức,', 'chú', 'tranh', 'thủ', 'nhé']"
Bởi vì tôi vừa nghe được rằng... có 24 bệnh nhân ở khu C và 42 bệnh nhân ở khu A và B,"['Bởi', 'vì', 'tôi', 'vừa', 'nghe', 'được', 'rằng...', 'có', '24', 'bệnh', 'nhân', 'ở', 'khu', 'C', 'và', '42', 'bệnh', 'nhân', 'ở', 'khu', 'A', 'và', 'B']"
Sau đó tôi làm giám sát tượng phật .,"['Sau', 'đó', 'tôi', 'làm', 'giám', 'sát', 'tượng', 'phật', '.']"
"Ta không chỉ yêu tiền, rất yêu, rất yêu, rất yêu mà ta còn rất cần nó.","['Ta', 'không', 'chỉ', 'yêu', 'tiền,', 'rất', 'yêu,', 'rất', 'yêu,', 'rất', 'yêu', 'mà', 'ta', 'còn', 'rất', 'cần', 'nó.']"
"Maro là người của Al-myah Al-Myqh, Một tên khủng bố người Ai cập","['Maro', 'là', 'người', 'của', 'Al-myah', 'Al-Myqh,', 'Một', 'tên', 'khủng', 'bố', 'người', 'Ai', 'cập']"
- anh đã bảo em ở yên trong xe rồi mà.,"['-', 'anh', 'đã', 'bảo', 'em', 'ở', 'yên', 'trong', 'xe', 'rồi', 'mà.']"
"Và đây là Micky Ward đến từ Lowell, Massachusetts đang đi vào.","['Và', 'đây', 'là', 'Micky', 'Ward', 'đến', 'từ', 'Lowell,', 'Massachusetts', 'đang', 'đi', 'vào.']"
Sĩ quan quân nhu ở đại đội Dog,"['Sĩ', 'quan', 'quân', 'nhu', 'ở', 'đại', 'đội', 'Dog']"
"Oh thiên thần chắc chắn, đến đây Hãy cung cấp cho bạn một chút gì đó","['Oh', 'thiên', 'thần', 'chắc', 'chắn,', 'đến', 'đây', 'Hãy', 'cung', 'cấp', 'cho', 'bạn', 'một', 'chút', 'gì', 'đó']"
mẹ sẽ rất đỗi tự hào về con.,"['mẹ', 'sẽ', 'rất', 'đỗi', 'tự', 'hào', 'về', 'con.']"
Họ không ở trên chuyến bay đó.,"['Họ', 'không', 'ở', 'trên', 'chuyến', 'bay', 'đó.']"
- Hay là cháu gói khoai tây lại đi.,"['-', 'Hay', 'là', 'cháu', 'gói', 'khoai', 'tây', 'lại', 'đi.']"
Bây giwof tập trung và làm chủ .,"['Bây', 'giwof', 'tập', 'trung', 'và', 'làm', 'chủ', '.']"
Trong khi các chiến binh mất đi đất đai mà cha anh ta đã phải khó công giành được.,"['Trong', 'khi', 'các', 'chiến', 'binh', 'mất', 'đi', 'đất', 'đai', 'mà', 'cha', 'anh', 'ta', 'đã', 'phải', 'khó', 'công', 'giành', 'được.']"
"nhưng với cô, Đại Úy, chúng tôi phục chức cho cô như cũ.","['nhưng', 'với', 'cô,', 'Đại', 'Úy,', 'chúng', 'tôi', 'phục', 'chức', 'cho', 'cô', 'như', 'cũ.']"
Không đâu Vấn đề lớn nhất là con khỉ,"['Không', 'đâu', 'Vấn', 'đề', 'lớn', 'nhất', 'là', 'con', 'khỉ']"
"Ramona, anh cần phải nói với em một số điều.","['Ramona,', 'anh', 'cần', 'phải', 'nói', 'với', 'em', 'một', 'số', 'điều.']"
